"","rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"1021","d04328","RIZATRIPTAN",1,57,58,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS","","","","","","","","","","","","","","",""
"1022","d04332","CITALOPRAM",1,242,249,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSRI ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSRI ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"1023","d04333","ACETAMINOPHEN; SALICYLAMIDE",2,57,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANALGESIC COMBINATIONS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","MISCELLANEOUS ANALGESICS","","","","","","","","","","","","","","",""
"1024","d04339","DEXTROMETHORPHAN; POTASSIUM GUAIACOLSULFONATE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,124,NA,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS","","","","","","","","","","","RESPIRATORY AGENTS","ANTITUSSIVES","","RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","","","","","",""
"1025","d04342","INFLIXIMAB",1,105,192,NA,254,257,NA,NA,NA,NA,NA,NA,NA,105,192,NA,254,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE MONOCLONAL ANTIBODIES","","","","","","","","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE MONOCLONAL ANTIBODIES","","","","","","","","","","","","",""
"1026","d04349","LEFLUNOMIDE",1,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","","","","","",""
"1027","d04355","EFAVIRENZ",1,1,7,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NNRTIS","","","","","","","","","","ANTI-INFECTIVES","ANTIVIRAL AGENTS","NNRTIS","","","","","","","","","","","","","","",""
"1028","d04357","TRASTUZUMAB",1,20,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","HER2 INHIBITORS","","","","","","","","","","","ANTINEOPLASTICS","HER2 INHIBITORS","","","","","","","","","","","","","","","",""
"1029","d04360","HEMIN",1,105,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","MISCELLANEOUS UNCATEGORIZED AGENTS","","","","","","","","","","","MISCELLANEOUS AGENTS","MISCELLANEOUS UNCATEGORIZED AGENTS","","","","","","","","","","","","","","","",""
"1030","d04363","SEVELAMER",1,105,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","CHELATING AGENTS","","","","","","","","","","","MISCELLANEOUS AGENTS","CHELATING AGENTS","","","","","","","","","","","","","","","",""
"1031","d04364","TELMISARTAN",1,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN II INHIBITORS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN II INHIBITORS","","","","","","","","","","","","","","","",""
"1032","d04365","ETANERCEPT",1,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","","","","","",""
"1033","d04369","INSULIN REGULAR",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1034","d04370","INSULIN ISOPHANE",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1035","d04371","INSULIN ZINC",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1036","d04372","INSULIN ZINC EXTENDED",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1037","d04373","INSULIN LISPRO",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1038","d04374","INSULIN ISOPHANE; INSULIN REGULAR",2,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1039","d04375","ESTRADIOL; NORETHINDRONE",2,97,101,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,102,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","SEX HORMONE COMBINATIONS","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS","","","","","","","","",""
"1040","d04376","ABACAVIR",1,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS","","","","","","","","","","ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS","","","","","","","","","","","","","","",""
"1041","d04378","MODAFINIL",1,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","","","","","",""
"1042","d04380","CELECOXIB",1,57,58,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","COX-2 INHIBITORS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","COX-2 INHIBITORS","","","","","","","","","","","","","","",""
"1043","d04382","CILOSTAZOL",1,40,51,NA,81,83,211,NA,NA,NA,NA,NA,NA,40,51,NA,81,83,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","MISCELLANEOUS CARDIOVASCULAR AGENTS","","COAGULATION MODIFIERS","ANTIPLATELET AGENTS","PLATELET AGGREGATION INHIBITORS","","","","","","","CARDIOVASCULAR AGENTS","MISCELLANEOUS CARDIOVASCULAR AGENTS","","COAGULATION MODIFIERS","ANTIPLATELET AGENTS","PLATELET AGGREGATION INHIBITORS","","","","","","","","","","","",""
"1044","d04393","BUTABARBITAL; HYOSCYAMINE; PHENAZOPYRIDINE",2,113,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,68,87,355,89,113,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENITOURINARY TRACT AGENTS","URINARY ANTISPASMODICS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BARBITURATES","GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","ANTICHOLINERGICS/ANTISPASMODICS","GENITOURINARY TRACT AGENTS","MISCELLANEOUS GENITOURINARY TRACT AGENTS","","","","","","","","","",""
"1045","d04394","CROMOLYN NASAL",1,133,247,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,247,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","NASAL PREPARATIONS","NASAL ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","NASAL PREPARATIONS","NASAL ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"1046","d04395","CLOTRIMAZOLE TOPICAL",1,133,136,292,133,151,268,NA,NA,NA,NA,NA,NA,133,136,292,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","","","","","",""
"1047","d04396","CONJUGATED ESTROGENS TOPICAL",1,97,101,183,133,151,269,NA,NA,NA,NA,NA,NA,97,101,183,133,151,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","TOPICAL AGENTS","VAGINAL PREPARATIONS","MISCELLANEOUS VAGINAL AGENTS","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","TOPICAL AGENTS","VAGINAL PREPARATIONS","MISCELLANEOUS VAGINAL AGENTS","","","","","","","","","","","",""
"1048","d04397","FLUORIDE TOPICAL",1,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES","","","","","","","","","","","NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES","","","","","","","","","","","","","","","",""
"1049","d04399","NYSTATIN TOPICAL",1,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","","","","","",""
"1050","d04418","GLUCOSAMINE",1,218,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALTERNATIVE MEDICINES","NUTRACEUTICAL PRODUCTS","","","","","","","","","","","ALTERNATIVE MEDICINES","NUTRACEUTICAL PRODUCTS","","","","","","","","","","","","","","","",""
"1051","d04425","DEHYDROEPIANDROSTERONE",1,218,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALTERNATIVE MEDICINES","NUTRACEUTICAL PRODUCTS","","","","","","","","","","","ALTERNATIVE MEDICINES","NUTRACEUTICAL PRODUCTS","","","","","","","","","","","","","","","",""
"1052","d04427","LEVALBUTEROL",1,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS","","","","","","","","","","RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS","","","","","","","","","","","","","","",""
"1053","d04429","ORLISTAT",1,358,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","PERIPHERALLY ACTING ANTIOBESITY AGENTS","","","","","","","","","","","METABOLIC AGENTS","PERIPHERALLY ACTING ANTIOBESITY AGENTS","","","","","","","","","","","","","","","",""
"1054","d04433","ROFECOXIB",1,57,58,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","COX-2 INHIBITORS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","COX-2 INHIBITORS","","","","","","","","","","","","","","",""
"1055","d04434","ROSIGLITAZONE",1,358,99,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","THIAZOLIDINEDIONES","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","THIAZOLIDINEDIONES","","","","","","","","","","","","","","",""
"1056","d04436","MALATHION TOPICAL",1,133,136,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTI-INFECTIVES","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTI-INFECTIVES","","","","","","","","","","","","","","",""
"1057","d04440","PERINDOPRIL",1,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","","","","","","","","","","","","","","",""
"1058","d04441","KETOTIFEN OPHTHALMIC",1,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"1059","d04442","PIOGLITAZONE",1,358,99,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","THIAZOLIDINEDIONES","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","THIAZOLIDINEDIONES","","","","","","","","","","","","","","",""
"1060","d04445","CARBETAPENTANE; CHLORPHENIRAMINE; PHENYLEPHRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,NA,122,123,NA,122,124,NA,122,127,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","VASOPRESSORS","","RESPIRATORY AGENTS","ANTIHISTAMINES","","RESPIRATORY AGENTS","ANTITUSSIVES","","RESPIRATORY AGENTS","DECONGESTANTS","","","","","","",""
"1061","d04446","PHENYLEPHRINE; PYRILAMINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,NA,57,67,70,122,123,NA,122,127,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","VASOPRESSORS","","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS","RESPIRATORY AGENTS","ANTIHISTAMINES","","RESPIRATORY AGENTS","DECONGESTANTS","","","","","","",""
"1062","d04448","RABEPRAZOLE",1,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS","","","","","","","","","","","GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS","","","","","","","","","","","","","","","",""
"1063","d04452","ZALEPLON",1,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS","","","","","","","","","","","","","","",""
"1064","d04453","SIROLIMUS",1,254,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","","","","","","","","","","","IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","","","","","","","","","","","","","","","",""
"1065","d04459","DOFETILIDE",1,40,46,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP III ANTIARRHYTHMICS","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP III ANTIARRHYTHMICS","","","","","","","","","","","","","","",""
"1066","d04460","ENTACAPONE",1,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS","","","","","","","","","","","","","","",""
"1067","d04461","EXEMESTANE",1,20,24,NA,97,423,NA,NA,NA,NA,NA,NA,NA,20,24,NA,97,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ANTINEOPLASTIC HORMONES","","HORMONES/HORMONE MODIFIERS","AROMATASE INHIBITORS","","","","","","","","ANTINEOPLASTICS","ANTINEOPLASTIC HORMONES","","HORMONES/HORMONE MODIFIERS","AROMATASE INHIBITORS","","","","","","","","","","","","",""
"1068","d04462","OSELTAMIVIR",1,1,7,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NEURAMINIDASE INHIBITORS","","","","","","","","","","ANTI-INFECTIVES","ANTIVIRAL AGENTS","NEURAMINIDASE INHIBITORS","","","","","","","","","","","","","","",""
"1069","d04497","ASPIRIN; DIPYRIDAMOLE",2,81,83,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,62,81,83,211,331,332,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","ANTIPLATELET AGENTS","PLATELET AGGREGATION INHIBITORS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES","COAGULATION MODIFIERS","ANTIPLATELET AGENTS","PLATELET AGGREGATION INHIBITORS","RADIOLOGIC AGENTS","RADIOLOGIC ADJUNCTS","CARDIAC STRESSING AGENTS","","","","","","","","",""
"1070","d04499","LEVETIRACETAM",1,57,64,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,64,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","PYRROLIDINE ANTICONVULSANTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","PYRROLIDINE ANTICONVULSANTS","","","","","","","","","","","","","","",""
"1071","d04500","MOXIFLOXACIN",1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","QUINOLONES","","","","","","","","","","","ANTI-INFECTIVES","QUINOLONES","","","","","","","","","","","","","","","",""
"1072","d04504","GATIFLOXACIN",1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","QUINOLONES","","","","","","","","","","","ANTI-INFECTIVES","QUINOLONES","","","","","","","","","","","","","","","",""
"1073","d04506","ESTRADIOL; NORGESTIMATE",2,97,101,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","SEX HORMONE COMBINATIONS","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS","","","","","","","","","","","",""
"1074","d04509","HYDROCHLOROTHIAZIDE; QUINAPRIL",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"1075","d04510","INSULIN LISPRO; INSULIN LISPRO PROTAMINE",2,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN","","","","","","","","","","","","","","",""
"1076","d04512","CEVIMELINE",1,57,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CHOLINERGIC AGONISTS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CHOLINERGIC AGONISTS","","","","","","","","","","","","","","","",""
"1077","d04513","OXCARBAZEPINE",1,57,64,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,64,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","DIBENZAZEPINE ANTICONVULSANTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","DIBENZAZEPINE ANTICONVULSANTS","","","","","","","","","","","","","","",""
"1078","d04514","PANTOPRAZOLE",1,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS","","","","","","","","","","","GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS","","","","","","","","","","","","","","","",""
